series,ref_month,value,source_pdf,release_date
aig_pmi,2024-08-01,-30.8,Australian Industry Group (AIG) Manufacturing Index.pdf,2024-09-04
aig_pmi,2024-09-01,-33.6,Australian Industry Group (AIG) Manufacturing Index.pdf,2024-10-02
aig_pmi,2024-10-01,-19.7,Australian Industry Group (AIG) Manufacturing Index.pdf,2024-11-05
aig_pmi,2024-11-01,-17.9,Australian Industry Group (AIG) Manufacturing Index.pdf,2024-12-03
aig_pmi,2024-12-01,-22.7,Australian Industry Group (AIG) Manufacturing Index.pdf,2025-02-04
aig_pmi,2025-02-01,-8.2,Australian Industry Group (AIG) Manufacturing Index.pdf,2025-03-04
aig_pmi,2025-03-01,-29.7,Australian Industry Group (AIG) Manufacturing Index.pdf,2025-04-01
aig_pmi,2025-04-01,-26.5,Australian Industry Group (AIG) Manufacturing Index.pdf,2025-05-07
aig_pmi,2025-05-01,-23.5,Australian Industry Group (AIG) Manufacturing Index.pdf,2025-06-04
aig_pmi,2025-06-01,-29.3,Australian Industry Group (AIG) Manufacturing Index.pdf,2025-07-02
aig_pmi,2025-07-01,-23.9,Australian Industry Group (AIG) Manufacturing Index.pdf,2025-08-06
aig_pmi,2025-08-01,-20.9,Australian Industry Group (AIG) Manufacturing Index.pdf,2025-09-03
aig_pmi,2025-09-01,-13.2,Australian Industry Group (AIG) Manufacturing Index.pdf,2025-10-01
aig_pmi,2025-10-01,-22.0,Australian Industry Group (AIG) Manufacturing Index.pdf,2025-11-04
aig_pmi,2025-11-01,-18.0,Australian Industry Group (AIG) Manufacturing Index.pdf,2025-12-02
aig_pmi,2026-01-01,-19.4,Australian Industry Group (AIG) Manufacturing Index.pdf,2026-02-03
aig_pmi,2026-02-01,-15.6,Australian Industry Group (AIG) Manufacturing Index.pdf,2026-03-03
aig_pmi,2026-03-01,-27.9,Australian Industry Group (AIG) Manufacturing Index.pdf,2026-03-31
aig_pmi,2026-04-01,-27.9,Australian Industry Group (AIG) Manufacturing Index.pdf,2026-05-06
aig_pmi,2026-05-01,-22.4,Australian Industry Group (AIG) Manufacturing Index.pdf,2026-06-03
aig_pci,2005-09-01,10.0,Australian Industry Group (AIG) Construction Index.pdf,2005-10-01
aig_pci,2005-10-01,8.0,Australian Industry Group (AIG) Construction Index.pdf,2005-11-01
aig_pci,2005-11-01,8.0,Australian Industry Group (AIG) Construction Index.pdf,2005-12-01
aig_pci,2005-12-01,10.0,Australian Industry Group (AIG) Construction Index.pdf,2006-01-01
aig_pci,2006-01-01,10.0,Australian Industry Group (AIG) Construction Index.pdf,2006-02-01
aig_pci,2006-02-01,6.0,Australian Industry Group (AIG) Construction Index.pdf,2006-03-01
aig_pci,2006-03-01,2.0,Australian Industry Group (AIG) Construction Index.pdf,2006-04-01
aig_pci,2006-04-01,-4.0,Australian Industry Group (AIG) Construction Index.pdf,2006-05-01
aig_pci,2006-05-01,0.0,Australian Industry Group (AIG) Construction Index.pdf,2006-06-01
aig_pci,2006-06-01,10.0,Australian Industry Group (AIG) Construction Index.pdf,2006-07-01
aig_pci,2006-07-01,8.0,Australian Industry Group (AIG) Construction Index.pdf,2006-08-01
aig_pci,2006-08-01,-6.0,Australian Industry Group (AIG) Construction Index.pdf,2006-09-01
aig_pci,2006-09-01,2.0,Australian Industry Group (AIG) Construction Index.pdf,2006-10-01
aig_pci,2006-10-01,-4.0,Australian Industry Group (AIG) Construction Index.pdf,2006-11-01
aig_pci,2006-11-01,0.0,Australian Industry Group (AIG) Construction Index.pdf,2006-12-01
aig_pci,2006-12-01,0.0,Australian Industry Group (AIG) Construction Index.pdf,2007-01-01
aig_pci,2007-01-01,-12.0,Australian Industry Group (AIG) Construction Index.pdf,2007-02-01
aig_pci,2007-02-01,4.0,Australian Industry Group (AIG) Construction Index.pdf,2007-03-01
aig_pci,2007-03-01,8.0,Australian Industry Group (AIG) Construction Index.pdf,2007-04-01
aig_pci,2007-04-01,4.0,Australian Industry Group (AIG) Construction Index.pdf,2007-05-01
aig_pci,2007-05-01,-4.0,Australian Industry Group (AIG) Construction Index.pdf,2007-06-01
aig_pci,2007-06-01,0.0,Australian Industry Group (AIG) Construction Index.pdf,2007-07-01
aig_pci,2007-07-01,-2.0,Australian Industry Group (AIG) Construction Index.pdf,2007-08-01
aig_pci,2007-08-01,0.0,Australian Industry Group (AIG) Construction Index.pdf,2007-09-01
aig_pci,2007-09-01,6.0,Australian Industry Group (AIG) Construction Index.pdf,2007-10-01
aig_pci,2007-10-01,8.0,Australian Industry Group (AIG) Construction Index.pdf,2007-11-01
aig_pci,2007-11-01,8.0,Australian Industry Group (AIG) Construction Index.pdf,2007-12-01
aig_pci,2007-12-01,16.0,Australian Industry Group (AIG) Construction Index.pdf,2008-01-01
aig_pci,2008-01-01,8.0,Australian Industry Group (AIG) Construction Index.pdf,2008-02-01
aig_pci,2008-02-01,7.8,Australian Industry Group (AIG) Construction Index.pdf,2008-03-06
aig_pci,2008-03-01,-3.2,Australian Industry Group (AIG) Construction Index.pdf,2008-04-07
aig_pci,2008-04-01,-14.8,Australian Industry Group (AIG) Construction Index.pdf,2008-05-07
aig_pci,2008-05-01,-26.2,Australian Industry Group (AIG) Construction Index.pdf,2008-06-06
aig_pci,2008-06-01,-19.4,Australian Industry Group (AIG) Construction Index.pdf,2008-07-07
aig_pci,2008-08-01,-13.8,Australian Industry Group (AIG) Construction Index.pdf,2008-09-05
aig_pci,2008-09-01,-36.4,Australian Industry Group (AIG) Construction Index.pdf,2008-10-06
aig_pci,2008-10-01,-27.2,Australian Industry Group (AIG) Construction Index.pdf,2008-11-06
aig_pci,2008-11-01,-36.0,Australian Industry Group (AIG) Construction Index.pdf,2008-12-04
aig_pci,2008-12-01,-38.2,Australian Industry Group (AIG) Construction Index.pdf,2009-01-07
aig_pci,2009-01-01,-31.8,Australian Industry Group (AIG) Construction Index.pdf,2009-02-05
aig_pci,2009-02-01,-41.0,Australian Industry Group (AIG) Construction Index.pdf,2009-03-05
aig_pci,2009-03-01,-39.2,Australian Industry Group (AIG) Construction Index.pdf,2009-04-07
aig_pci,2009-04-01,-27.0,Australian Industry Group (AIG) Construction Index.pdf,2009-05-07
aig_pci,2009-05-01,-6.2,Australian Industry Group (AIG) Construction Index.pdf,2009-06-05
aig_pci,2009-06-01,-14.8,Australian Industry Group (AIG) Construction Index.pdf,2009-07-07
aig_pci,2009-07-01,-21.0,Australian Industry Group (AIG) Construction Index.pdf,2009-08-07
aig_pci,2009-08-01,-15.2,Australian Industry Group (AIG) Construction Index.pdf,2009-09-07
aig_pci,2009-09-01,1.6,Australian Industry Group (AIG) Construction Index.pdf,2009-10-06
aig_pci,2009-10-01,1.8,Australian Industry Group (AIG) Construction Index.pdf,2009-11-05
aig_pci,2009-11-01,-4.8,Australian Industry Group (AIG) Construction Index.pdf,2009-12-06
aig_pci,2009-12-01,-1.4,Australian Industry Group (AIG) Construction Index.pdf,2010-01-07
aig_pci,2010-01-01,15.4,Australian Industry Group (AIG) Construction Index.pdf,2010-02-04
aig_pci,2010-02-01,5.6,Australian Industry Group (AIG) Construction Index.pdf,2010-03-04
aig_pci,2010-03-01,-2.6,Australian Industry Group (AIG) Construction Index.pdf,2010-04-09
aig_pci,2010-04-01,11.6,Australian Industry Group (AIG) Construction Index.pdf,2010-05-07
aig_pci,2010-05-01,6.4,Australian Industry Group (AIG) Construction Index.pdf,2010-06-07
aig_pci,2010-06-01,-7.2,Australian Industry Group (AIG) Construction Index.pdf,2010-07-07
aig_pci,2010-07-01,-13.4,Australian Industry Group (AIG) Construction Index.pdf,2010-08-06
aig_pci,2010-08-01,-13.6,Australian Industry Group (AIG) Construction Index.pdf,2010-09-07
aig_pci,2010-09-01,-18.4,Australian Industry Group (AIG) Construction Index.pdf,2010-10-06
aig_pci,2010-10-01,-12.0,Australian Industry Group (AIG) Construction Index.pdf,2010-11-04
aig_pci,2010-11-01,-15.6,Australian Industry Group (AIG) Construction Index.pdf,2010-12-06
aig_pci,2010-12-01,-12.4,Australian Industry Group (AIG) Construction Index.pdf,2011-01-09
aig_pci,2011-01-01,-19.6,Australian Industry Group (AIG) Construction Index.pdf,2011-02-06
aig_pci,2011-02-01,-10.8,Australian Industry Group (AIG) Construction Index.pdf,2011-03-06
aig_pci,2011-03-01,-21.2,Australian Industry Group (AIG) Construction Index.pdf,2011-04-07
aig_pci,2011-04-01,-24.2,Australian Industry Group (AIG) Construction Index.pdf,2011-05-06
aig_pci,2011-05-01,-20.8,Australian Industry Group (AIG) Construction Index.pdf,2011-06-07
aig_pci,2011-06-01,-28.4,Australian Industry Group (AIG) Construction Index.pdf,2011-07-07
aig_pci,2011-07-01,-27.8,Australian Industry Group (AIG) Construction Index.pdf,2011-08-05
aig_pci,2011-08-01,-35.8,Australian Industry Group (AIG) Construction Index.pdf,2011-09-07
aig_pci,2011-09-01,-40.0,Australian Industry Group (AIG) Construction Index.pdf,2011-10-06
aig_pci,2011-10-01,-30.6,Australian Industry Group (AIG) Construction Index.pdf,2011-11-06
aig_pci,2011-11-01,-20.8,Australian Industry Group (AIG) Construction Index.pdf,2011-12-06
aig_pci,2011-12-01,-18.0,Australian Industry Group (AIG) Construction Index.pdf,2012-01-08
aig_pci,2012-01-01,-20.4,Australian Industry Group (AIG) Construction Index.pdf,2012-02-06
aig_pci,2012-02-01,-28.8,Australian Industry Group (AIG) Construction Index.pdf,2012-03-06
aig_pci,2012-03-01,-27.6,Australian Industry Group (AIG) Construction Index.pdf,2012-04-10
aig_pci,2012-04-01,-30.2,Australian Industry Group (AIG) Construction Index.pdf,2012-05-07
aig_pci,2012-05-01,-30.6,Australian Industry Group (AIG) Construction Index.pdf,2012-06-07
aig_pci,2012-06-01,-30.4,Australian Industry Group (AIG) Construction Index.pdf,2012-07-06
aig_pci,2012-07-01,-34.8,Australian Industry Group (AIG) Construction Index.pdf,2012-08-07
aig_pci,2012-08-01,-35.6,Australian Industry Group (AIG) Construction Index.pdf,2012-09-07
aig_pci,2012-09-01,-38.2,Australian Industry Group (AIG) Construction Index.pdf,2012-10-05
aig_pci,2012-10-01,-28.4,Australian Industry Group (AIG) Construction Index.pdf,2012-11-06
aig_pci,2012-11-01,-26.0,Australian Industry Group (AIG) Construction Index.pdf,2012-12-06
aig_pci,2012-12-01,-22.4,Australian Industry Group (AIG) Construction Index.pdf,2013-01-07
aig_pci,2013-01-01,-27.6,Australian Industry Group (AIG) Construction Index.pdf,2013-02-06
aig_pci,2013-02-01,-8.8,Australian Industry Group (AIG) Construction Index.pdf,2013-03-06
aig_pci,2013-03-01,-22.0,Australian Industry Group (AIG) Construction Index.pdf,2013-04-08
aig_pci,2013-04-01,-29.6,Australian Industry Group (AIG) Construction Index.pdf,2013-05-07
aig_pci,2013-05-01,-29.4,Australian Industry Group (AIG) Construction Index.pdf,2013-06-07
aig_pci,2013-06-01,-21.0,Australian Industry Group (AIG) Construction Index.pdf,2013-07-05
aig_pci,2013-07-01,-11.8,Australian Industry Group (AIG) Construction Index.pdf,2013-08-07
aig_pci,2013-08-01,-12.6,Australian Industry Group (AIG) Construction Index.pdf,2013-09-06
aig_pci,2013-09-01,-4.8,Australian Industry Group (AIG) Construction Index.pdf,2013-10-06
aig_pci,2013-10-01,8.8,Australian Industry Group (AIG) Construction Index.pdf,2013-11-06
aig_pci,2013-11-01,10.4,Australian Industry Group (AIG) Construction Index.pdf,2013-12-05
aig_pci,2013-12-01,1.6,Australian Industry Group (AIG) Construction Index.pdf,2014-01-07
aig_pci,2014-01-01,-3.6,Australian Industry Group (AIG) Construction Index.pdf,2014-02-06
aig_pci,2014-02-01,-11.6,Australian Industry Group (AIG) Construction Index.pdf,2014-03-06
aig_pci,2014-03-01,-7.6,Australian Industry Group (AIG) Construction Index.pdf,2014-04-07
aig_pci,2014-04-01,-8.2,Australian Industry Group (AIG) Construction Index.pdf,2014-05-07
aig_pci,2014-05-01,-6.6,Australian Industry Group (AIG) Construction Index.pdf,2014-06-06
aig_pci,2014-06-01,3.6,Australian Industry Group (AIG) Construction Index.pdf,2014-07-07
aig_pci,2014-07-01,5.2,Australian Industry Group (AIG) Construction Index.pdf,2014-08-07
aig_pci,2014-09-01,18.2,Australian Industry Group (AIG) Construction Index.pdf,2014-10-06
aig_pci,2014-10-01,6.8,Australian Industry Group (AIG) Construction Index.pdf,2014-11-06
aig_pci,2014-11-01,-9.2,Australian Industry Group (AIG) Construction Index.pdf,2014-12-04
aig_pci,2014-12-01,-11.2,Australian Industry Group (AIG) Construction Index.pdf,2015-01-08
aig_pci,2015-01-01,-8.2,Australian Industry Group (AIG) Construction Index.pdf,2015-02-05
aig_pci,2015-02-01,-12.2,Australian Industry Group (AIG) Construction Index.pdf,2015-03-05
aig_pci,2015-03-01,0.2,Australian Industry Group (AIG) Construction Index.pdf,2015-04-09
aig_pci,2015-04-01,-6.0,Australian Industry Group (AIG) Construction Index.pdf,2015-05-07
aig_pci,2015-05-01,-4.4,Australian Industry Group (AIG) Construction Index.pdf,2015-06-05
aig_pci,2015-06-01,-7.2,Australian Industry Group (AIG) Construction Index.pdf,2015-07-07
aig_pci,2015-07-01,-5.8,Australian Industry Group (AIG) Construction Index.pdf,2015-08-07
aig_pci,2015-08-01,7.6,Australian Industry Group (AIG) Construction Index.pdf,2015-09-07
aig_pci,2015-09-01,3.8,Australian Industry Group (AIG) Construction Index.pdf,2015-10-06
aig_pci,2015-10-01,4.2,Australian Industry Group (AIG) Construction Index.pdf,2015-11-05
aig_pci,2015-11-01,1.4,Australian Industry Group (AIG) Construction Index.pdf,2015-12-06
aig_pci,2015-12-01,-6.4,Australian Industry Group (AIG) Construction Index.pdf,2016-01-07
aig_pci,2016-01-01,-7.4,Australian Industry Group (AIG) Construction Index.pdf,2016-02-04
aig_pci,2016-02-01,-7.8,Australian Industry Group (AIG) Construction Index.pdf,2016-03-06
aig_pci,2016-03-01,-9.6,Australian Industry Group (AIG) Construction Index.pdf,2016-04-07
aig_pci,2016-04-01,1.6,Australian Industry Group (AIG) Construction Index.pdf,2016-05-06
aig_pci,2016-05-01,-6.6,Australian Industry Group (AIG) Construction Index.pdf,2016-06-07
aig_pci,2016-06-01,6.4,Australian Industry Group (AIG) Construction Index.pdf,2016-07-07
aig_pci,2016-07-01,3.2,Australian Industry Group (AIG) Construction Index.pdf,2016-08-05
aig_pci,2016-08-01,-6.8,Australian Industry Group (AIG) Construction Index.pdf,2016-09-07
aig_pci,2016-09-01,2.8,Australian Industry Group (AIG) Construction Index.pdf,2016-10-06
aig_pci,2016-10-01,-8.2,Australian Industry Group (AIG) Construction Index.pdf,2016-11-06
aig_pci,2016-11-01,-6.8,Australian Industry Group (AIG) Construction Index.pdf,2016-12-06
aig_pci,2016-12-01,-6.0,Australian Industry Group (AIG) Construction Index.pdf,2017-01-08
aig_pci,2017-01-01,-4.6,Australian Industry Group (AIG) Construction Index.pdf,2017-02-06
aig_pci,2017-02-01,6.2,Australian Industry Group (AIG) Construction Index.pdf,2017-03-06
aig_pci,2017-03-01,2.4,Australian Industry Group (AIG) Construction Index.pdf,2017-04-07
aig_pci,2017-04-01,3.8,Australian Industry Group (AIG) Construction Index.pdf,2017-05-05
aig_pci,2017-05-01,13.4,Australian Industry Group (AIG) Construction Index.pdf,2017-06-07
aig_pci,2017-06-01,12.0,Australian Industry Group (AIG) Construction Index.pdf,2017-07-07
aig_pci,2017-07-01,21.0,Australian Industry Group (AIG) Construction Index.pdf,2017-08-07
aig_pci,2017-08-01,10.6,Australian Industry Group (AIG) Construction Index.pdf,2017-09-07
aig_pci,2017-09-01,9.4,Australian Industry Group (AIG) Construction Index.pdf,2017-10-05
aig_pci,2017-10-01,6.4,Australian Industry Group (AIG) Construction Index.pdf,2017-11-06
aig_pci,2017-11-01,15.0,Australian Industry Group (AIG) Construction Index.pdf,2017-12-06
aig_pci,2017-12-01,5.6,Australian Industry Group (AIG) Construction Index.pdf,2018-01-07
aig_pci,2018-01-01,8.6,Australian Industry Group (AIG) Construction Index.pdf,2018-02-06
aig_pci,2018-02-01,12.0,Australian Industry Group (AIG) Construction Index.pdf,2018-03-06
aig_pci,2018-03-01,14.4,Australian Industry Group (AIG) Construction Index.pdf,2018-04-08
aig_pci,2018-04-01,10.8,Australian Industry Group (AIG) Construction Index.pdf,2018-05-06
aig_pci,2018-05-01,8.0,Australian Industry Group (AIG) Construction Index.pdf,2018-06-06
aig_pci,2018-06-01,1.2,Australian Industry Group (AIG) Construction Index.pdf,2018-07-05
aig_pci,2018-07-01,4.0,Australian Industry Group (AIG) Construction Index.pdf,2018-08-06
aig_pci,2018-08-01,3.6,Australian Industry Group (AIG) Construction Index.pdf,2018-09-06
aig_pci,2018-09-01,-1.4,Australian Industry Group (AIG) Construction Index.pdf,2018-10-04
aig_pci,2018-10-01,-7.2,Australian Industry Group (AIG) Construction Index.pdf,2018-11-06
aig_pci,2018-11-01,-11.0,Australian Industry Group (AIG) Construction Index.pdf,2018-12-06
aig_pci,2018-12-01,-14.8,Australian Industry Group (AIG) Construction Index.pdf,2019-01-10
aig_pci,2019-01-01,-13.8,Australian Industry Group (AIG) Construction Index.pdf,2019-02-06
aig_pci,2019-02-01,-12.4,Australian Industry Group (AIG) Construction Index.pdf,2019-03-06
aig_pci,2019-03-01,-8.8,Australian Industry Group (AIG) Construction Index.pdf,2019-04-04
aig_pci,2019-04-01,-14.8,Australian Industry Group (AIG) Construction Index.pdf,2019-05-06
aig_pci,2019-05-01,-19.2,Australian Industry Group (AIG) Construction Index.pdf,2019-06-06
aig_pci,2019-06-01,-14.0,Australian Industry Group (AIG) Construction Index.pdf,2019-07-04
aig_pci,2019-07-01,-21.8,Australian Industry Group (AIG) Construction Index.pdf,2019-08-06
aig_pci,2019-08-01,-10.8,Australian Industry Group (AIG) Construction Index.pdf,2019-09-05
aig_pci,2019-09-01,-14.8,Australian Industry Group (AIG) Construction Index.pdf,2019-10-06
aig_pci,2019-10-01,-12.2,Australian Industry Group (AIG) Construction Index.pdf,2019-11-06
aig_pci,2019-11-01,-20.0,Australian Industry Group (AIG) Construction Index.pdf,2019-12-05
aig_pci,2019-12-01,-22.2,Australian Industry Group (AIG) Construction Index.pdf,2020-01-07
aig_pci,2020-01-01,-17.4,Australian Industry Group (AIG) Construction Index.pdf,2020-02-04
aig_pci,2020-02-01,-14.6,Australian Industry Group (AIG) Construction Index.pdf,2020-03-03
aig_pci,2020-03-01,-24.2,Australian Industry Group (AIG) Construction Index.pdf,2020-04-02
aig_pci,2020-04-01,-56.8,Australian Industry Group (AIG) Construction Index.pdf,2020-05-04
aig_pci,2020-05-01,-50.2,Australian Industry Group (AIG) Construction Index.pdf,2020-06-02
aig_pci,2020-06-01,-29.0,Australian Industry Group (AIG) Construction Index.pdf,2020-07-02
aig_pci,2020-07-01,-14.6,Australian Industry Group (AIG) Construction Index.pdf,2020-08-04
aig_pci,2020-08-01,-9.6,Australian Industry Group (AIG) Construction Index.pdf,2020-10-04
aig_pci,2020-10-01,5.4,Australian Industry Group (AIG) Construction Index.pdf,2020-11-03
aig_pci,2020-11-01,10.6,Australian Industry Group (AIG) Construction Index.pdf,2020-12-02
aig_pci,2020-12-01,15.2,Australian Industry Group (AIG) Construction Index.pdf,2021-02-02
aig_pci,2021-02-01,14.8,Australian Industry Group (AIG) Construction Index.pdf,2021-03-02
aig_pci,2021-03-01,23.6,Australian Industry Group (AIG) Construction Index.pdf,2021-04-06
aig_pci,2021-04-01,18.2,Australian Industry Group (AIG) Construction Index.pdf,2021-05-04
aig_pci,2021-05-01,16.6,Australian Industry Group (AIG) Construction Index.pdf,2021-06-02
aig_pci,2021-06-01,11.0,Australian Industry Group (AIG) Construction Index.pdf,2021-07-04
aig_pci,2021-07-01,-2.6,Australian Industry Group (AIG) Construction Index.pdf,2021-08-03
aig_pci,2021-08-01,-23.2,Australian Industry Group (AIG) Construction Index.pdf,2021-09-02
aig_pci,2021-09-01,6.6,Australian Industry Group (AIG) Construction Index.pdf,2021-10-04
aig_pci,2021-10-01,15.2,Australian Industry Group (AIG) Construction Index.pdf,2021-11-02
aig_pci,2021-11-01,14.0,Australian Industry Group (AIG) Construction Index.pdf,2021-12-02
aig_pci,2021-12-01,-8.2,Australian Industry Group (AIG) Construction Index.pdf,2022-02-02
aig_pci,2022-02-01,6.8,Australian Industry Group (AIG) Construction Index.pdf,2022-03-02
aig_pci,2022-03-01,13.0,Australian Industry Group (AIG) Construction Index.pdf,2022-04-04
aig_pci,2022-04-01,11.8,Australian Industry Group (AIG) Construction Index.pdf,2022-05-03
aig_pci,2022-05-01,0.8,Australian Industry Group (AIG) Construction Index.pdf,2022-06-02
aig_pci,2022-06-01,-7.6,Australian Industry Group (AIG) Construction Index.pdf,2022-07-04
aig_pci,2022-07-01,-9.4,Australian Industry Group (AIG) Construction Index.pdf,2022-08-02
aig_pci,2022-08-01,-4.2,Australian Industry Group (AIG) Construction Index.pdf,2022-09-04
aig_pci,2022-09-01,-7.0,Australian Industry Group (AIG) Construction Index.pdf,2022-10-05
aig_pci,2022-10-01,-13.4,Australian Industry Group (AIG) Construction Index.pdf,2022-11-03
aig_pci,2022-11-01,-3.6,Australian Industry Group (AIG) Construction Index.pdf,2022-12-04
aig_pci,2023-01-01,-5.0,Australian Industry Group (AIG) Construction Index.pdf,2023-02-28
aig_pci,2023-03-01,-5.8,Australian Industry Group (AIG) Construction Index.pdf,2023-04-05
aig_pci,2023-04-01,-12.4,Australian Industry Group (AIG) Construction Index.pdf,2023-05-03
aig_pci,2023-05-01,-6.6,Australian Industry Group (AIG) Construction Index.pdf,2023-06-07
aig_pci,2023-06-01,10.6,Australian Industry Group (AIG) Construction Index.pdf,2023-07-05
aig_pci,2023-07-01,-9.2,Australian Industry Group (AIG) Construction Index.pdf,2023-08-02
aig_pci,2023-08-01,-9.9,Australian Industry Group (AIG) Construction Index.pdf,2023-09-06
aig_pci,2023-09-01,7.1,Australian Industry Group (AIG) Construction Index.pdf,2023-10-04
aig_pci,2023-10-01,18.5,Australian Industry Group (AIG) Construction Index.pdf,2023-10-31
aig_pci,2023-11-01,-22.2,Australian Industry Group (AIG) Construction Index.pdf,2023-12-05
aig_pci,2023-12-01,-11.5,Australian Industry Group (AIG) Construction Index.pdf,2024-02-06
aig_pci,2024-02-01,-18.4,Australian Industry Group (AIG) Construction Index.pdf,2024-03-05
aig_pci,2024-03-01,-12.9,Australian Industry Group (AIG) Construction Index.pdf,2024-04-02
aig_pci,2024-04-01,-25.6,Australian Industry Group (AIG) Construction Index.pdf,2024-05-01
aig_pci,2024-05-01,-68.1,Australian Industry Group (AIG) Construction Index.pdf,2024-06-05
aig_pci,2024-06-01,-23.2,Australian Industry Group (AIG) Construction Index.pdf,2024-07-03
aig_pci,2024-07-01,-20.7,Australian Industry Group (AIG) Construction Index.pdf,2024-08-07
aig_pci,2024-08-01,-38.1,Australian Industry Group (AIG) Construction Index.pdf,2024-09-04
aig_pci,2024-09-01,-19.8,Australian Industry Group (AIG) Construction Index.pdf,2024-10-02
aig_pci,2024-10-01,-40.9,Australian Industry Group (AIG) Construction Index.pdf,2024-11-05
aig_pci,2024-11-01,-19.0,Australian Industry Group (AIG) Construction Index.pdf,2024-12-03
aig_pci,2024-12-01,-20.0,Australian Industry Group (AIG) Construction Index.pdf,2025-02-04
aig_pci,2025-02-01,-3.7,Australian Industry Group (AIG) Construction Index.pdf,2025-03-04
aig_pci,2025-03-01,-19.3,Australian Industry Group (AIG) Construction Index.pdf,2025-04-01
aig_pci,2025-04-01,-7.9,Australian Industry Group (AIG) Construction Index.pdf,2025-05-07
aig_pci,2025-05-01,-6.4,Australian Industry Group (AIG) Construction Index.pdf,2025-06-04
aig_pci,2025-06-01,-14.9,Australian Industry Group (AIG) Construction Index.pdf,2025-07-02
aig_pci,2025-07-01,-1.3,Australian Industry Group (AIG) Construction Index.pdf,2025-08-06
aig_pci,2025-08-01,1.0,Australian Industry Group (AIG) Construction Index.pdf,2025-09-03
aig_pci,2025-09-01,12.3,Australian Industry Group (AIG) Construction Index.pdf,2025-10-01
aig_pci,2025-10-01,-7.1,Australian Industry Group (AIG) Construction Index.pdf,2025-11-04
aig_pci,2025-11-01,-18.7,Australian Industry Group (AIG) Construction Index.pdf,2025-12-02
aig_pci,2026-01-01,5.2,Australian Industry Group (AIG) Construction Index.pdf,2026-02-03
aig_pci,2026-02-01,-8.2,Australian Industry Group (AIG) Construction Index.pdf,2026-03-03
aig_pci,2026-03-01,-31.4,Australian Industry Group (AIG) Construction Index.pdf,2026-03-31
aig_pci,2026-04-01,-19.3,Australian Industry Group (AIG) Construction Index.pdf,2026-05-06
aig_pci,2026-05-01,-9.9,Australian Industry Group (AIG) Construction Index.pdf,2026-06-03
aig_psi,2003-02-01,13.6,Australian Industry Group (AIG) Services Index.pdf,2003-03-01
aig_psi,2003-03-01,13.0,Australian Industry Group (AIG) Services Index.pdf,2003-04-01
aig_psi,2003-04-01,11.2,Australian Industry Group (AIG) Services Index.pdf,2003-05-01
aig_psi,2003-05-01,16.2,Australian Industry Group (AIG) Services Index.pdf,2003-06-01
aig_psi,2003-06-01,14.4,Australian Industry Group (AIG) Services Index.pdf,2003-07-01
aig_psi,2003-07-01,12.2,Australian Industry Group (AIG) Services Index.pdf,2003-08-01
aig_psi,2003-08-01,13.6,Australian Industry Group (AIG) Services Index.pdf,2003-09-01
aig_psi,2003-09-01,15.4,Australian Industry Group (AIG) Services Index.pdf,2003-10-01
aig_psi,2003-10-01,19.6,Australian Industry Group (AIG) Services Index.pdf,2003-11-01
aig_psi,2003-11-01,13.8,Australian Industry Group (AIG) Services Index.pdf,2003-12-01
aig_psi,2003-12-01,12.6,Australian Industry Group (AIG) Services Index.pdf,2004-01-01
aig_psi,2004-01-01,13.6,Australian Industry Group (AIG) Services Index.pdf,2004-02-01
aig_psi,2004-02-01,16.2,Australian Industry Group (AIG) Services Index.pdf,2004-03-01
aig_psi,2004-03-01,10.4,Australian Industry Group (AIG) Services Index.pdf,2004-04-01
aig_psi,2004-04-01,6.8,Australian Industry Group (AIG) Services Index.pdf,2004-05-01
aig_psi,2004-05-01,10.8,Australian Industry Group (AIG) Services Index.pdf,2004-06-01
aig_psi,2004-06-01,2.2,Australian Industry Group (AIG) Services Index.pdf,2004-07-01
aig_psi,2004-07-01,10.0,Australian Industry Group (AIG) Services Index.pdf,2004-08-01
aig_psi,2004-08-01,7.2,Australian Industry Group (AIG) Services Index.pdf,2004-09-01
aig_psi,2004-09-01,10.2,Australian Industry Group (AIG) Services Index.pdf,2004-10-01
aig_psi,2004-10-01,7.0,Australian Industry Group (AIG) Services Index.pdf,2004-11-01
aig_psi,2004-11-01,11.4,Australian Industry Group (AIG) Services Index.pdf,2004-12-01
aig_psi,2004-12-01,21.0,Australian Industry Group (AIG) Services Index.pdf,2005-01-01
aig_psi,2005-01-01,5.0,Australian Industry Group (AIG) Services Index.pdf,2005-02-01
aig_psi,2005-02-01,4.8,Australian Industry Group (AIG) Services Index.pdf,2005-03-01
aig_psi,2005-03-01,9.0,Australian Industry Group (AIG) Services Index.pdf,2005-04-01
aig_psi,2005-04-01,6.8,Australian Industry Group (AIG) Services Index.pdf,2005-05-01
aig_psi,2005-05-01,0.6,Australian Industry Group (AIG) Services Index.pdf,2005-06-01
aig_psi,2005-06-01,2.8,Australian Industry Group (AIG) Services Index.pdf,2005-07-01
aig_psi,2005-07-01,7.8,Australian Industry Group (AIG) Services Index.pdf,2005-08-01
aig_psi,2005-08-01,12.8,Australian Industry Group (AIG) Services Index.pdf,2005-09-01
aig_psi,2005-09-01,7.4,Australian Industry Group (AIG) Services Index.pdf,2005-10-01
aig_psi,2005-10-01,-1.0,Australian Industry Group (AIG) Services Index.pdf,2005-11-01
