series,ref_month,value,source_pdf,release_date
aig_psi,2005-11-01,6.0,Australian Industry Group (AIG) Services Index.pdf,2005-12-01
aig_psi,2005-12-01,4.0,Australian Industry Group (AIG) Services Index.pdf,2006-01-01
aig_psi,2006-01-01,4.0,Australian Industry Group (AIG) Services Index.pdf,2006-02-01
aig_psi,2006-02-01,4.6,Australian Industry Group (AIG) Services Index.pdf,2006-03-01
aig_psi,2006-03-01,7.6,Australian Industry Group (AIG) Services Index.pdf,2006-04-01
aig_psi,2006-04-01,10.8,Australian Industry Group (AIG) Services Index.pdf,2006-05-01
aig_psi,2006-05-01,-3.4,Australian Industry Group (AIG) Services Index.pdf,2006-06-01
aig_psi,2006-06-01,1.0,Australian Industry Group (AIG) Services Index.pdf,2006-07-01
aig_psi,2006-07-01,-0.2,Australian Industry Group (AIG) Services Index.pdf,2006-08-01
aig_psi,2006-08-01,4.0,Australian Industry Group (AIG) Services Index.pdf,2006-09-01
aig_psi,2006-09-01,-3.2,Australian Industry Group (AIG) Services Index.pdf,2006-10-01
aig_psi,2006-10-01,1.2,Australian Industry Group (AIG) Services Index.pdf,2006-11-01
aig_psi,2006-11-01,0.8,Australian Industry Group (AIG) Services Index.pdf,2006-12-01
aig_psi,2006-12-01,1.2,Australian Industry Group (AIG) Services Index.pdf,2007-01-01
aig_psi,2007-01-01,0.0,Australian Industry Group (AIG) Services Index.pdf,2007-02-01
aig_psi,2007-02-01,7.8,Australian Industry Group (AIG) Services Index.pdf,2007-03-01
aig_psi,2007-03-01,5.6,Australian Industry Group (AIG) Services Index.pdf,2007-04-01
aig_psi,2007-04-01,10.6,Australian Industry Group (AIG) Services Index.pdf,2007-05-01
aig_psi,2007-05-01,17.8,Australian Industry Group (AIG) Services Index.pdf,2007-06-01
aig_psi,2007-06-01,5.8,Australian Industry Group (AIG) Services Index.pdf,2007-07-01
aig_psi,2007-07-01,11.8,Australian Industry Group (AIG) Services Index.pdf,2007-08-01
aig_psi,2007-08-01,6.2,Australian Industry Group (AIG) Services Index.pdf,2007-09-01
aig_psi,2007-09-01,8.0,Australian Industry Group (AIG) Services Index.pdf,2007-10-01
aig_psi,2007-10-01,6.0,Australian Industry Group (AIG) Services Index.pdf,2007-11-01
aig_psi,2007-11-01,12.2,Australian Industry Group (AIG) Services Index.pdf,2007-12-01
aig_psi,2007-12-01,12.8,Australian Industry Group (AIG) Services Index.pdf,2008-01-01
aig_psi,2008-01-01,9.4,Australian Industry Group (AIG) Services Index.pdf,2008-02-01
aig_psi,2008-02-01,6.4,Australian Industry Group (AIG) Services Index.pdf,2008-03-04
aig_psi,2008-03-01,7.6,Australian Industry Group (AIG) Services Index.pdf,2008-04-02
aig_psi,2008-04-01,-5.4,Australian Industry Group (AIG) Services Index.pdf,2008-05-05
aig_psi,2008-05-01,-0.6,Australian Industry Group (AIG) Services Index.pdf,2008-06-04
aig_psi,2008-06-01,-9.2,Australian Industry Group (AIG) Services Index.pdf,2008-07-03
aig_psi,2008-07-01,-14.4,Australian Industry Group (AIG) Services Index.pdf,2008-08-05
aig_psi,2008-08-01,-21.4,Australian Industry Group (AIG) Services Index.pdf,2008-09-03
aig_psi,2008-09-01,-10.2,Australian Industry Group (AIG) Services Index.pdf,2008-10-03
aig_psi,2008-10-01,-15.8,Australian Industry Group (AIG) Services Index.pdf,2008-11-04
aig_psi,2008-11-01,-24.4,Australian Industry Group (AIG) Services Index.pdf,2008-12-02
aig_psi,2008-12-01,-21.4,Australian Industry Group (AIG) Services Index.pdf,2009-01-05
aig_psi,2009-01-01,-18.0,Australian Industry Group (AIG) Services Index.pdf,2009-02-03
aig_psi,2009-02-01,-35.6,Australian Industry Group (AIG) Services Index.pdf,2009-03-03
aig_psi,2009-03-01,-28.8,Australian Industry Group (AIG) Services Index.pdf,2009-04-02
aig_psi,2009-04-01,-20.4,Australian Industry Group (AIG) Services Index.pdf,2009-05-05
aig_psi,2009-05-01,-20.2,Australian Industry Group (AIG) Services Index.pdf,2009-06-03
aig_psi,2009-06-01,0.4,Australian Industry Group (AIG) Services Index.pdf,2009-07-03
aig_psi,2009-07-01,-11.8,Australian Industry Group (AIG) Services Index.pdf,2009-08-05
aig_psi,2009-08-01,-4.0,Australian Industry Group (AIG) Services Index.pdf,2009-09-03
aig_psi,2009-09-01,-1.4,Australian Industry Group (AIG) Services Index.pdf,2009-10-04
aig_psi,2009-10-01,9.6,Australian Industry Group (AIG) Services Index.pdf,2009-11-03
aig_psi,2009-11-01,5.0,Australian Industry Group (AIG) Services Index.pdf,2009-12-02
aig_psi,2009-12-01,0.0,Australian Industry Group (AIG) Services Index.pdf,2010-01-05
aig_psi,2010-01-01,-5.2,Australian Industry Group (AIG) Services Index.pdf,2010-02-02
aig_psi,2010-02-01,-3.4,Australian Industry Group (AIG) Services Index.pdf,2010-03-02
aig_psi,2010-03-01,-3.2,Australian Industry Group (AIG) Services Index.pdf,2010-04-07
aig_psi,2010-04-01,4.6,Australian Industry Group (AIG) Services Index.pdf,2010-05-05
aig_psi,2010-05-01,-5.0,Australian Industry Group (AIG) Services Index.pdf,2010-06-03
aig_psi,2010-06-01,-2.4,Australian Industry Group (AIG) Services Index.pdf,2010-07-05
aig_psi,2010-07-01,-6.8,Australian Industry Group (AIG) Services Index.pdf,2010-08-04
aig_psi,2010-08-01,-5.0,Australian Industry Group (AIG) Services Index.pdf,2010-09-03
aig_psi,2010-09-01,-8.8,Australian Industry Group (AIG) Services Index.pdf,2010-10-04
aig_psi,2010-10-01,1.4,Australian Industry Group (AIG) Services Index.pdf,2010-11-02
aig_psi,2010-11-01,-7.6,Australian Industry Group (AIG) Services Index.pdf,2010-12-02
aig_psi,2010-12-01,-7.2,Australian Industry Group (AIG) Services Index.pdf,2011-01-05
aig_psi,2011-01-01,-9.0,Australian Industry Group (AIG) Services Index.pdf,2011-02-02
aig_psi,2011-02-01,-2.6,Australian Industry Group (AIG) Services Index.pdf,2011-03-02
aig_psi,2011-03-01,-7.0,Australian Industry Group (AIG) Services Index.pdf,2011-04-05
aig_psi,2011-04-01,3.0,Australian Industry Group (AIG) Services Index.pdf,2011-05-04
aig_psi,2011-05-01,-0.2,Australian Industry Group (AIG) Services Index.pdf,2011-06-03
aig_psi,2011-06-01,-3.0,Australian Industry Group (AIG) Services Index.pdf,2011-07-05
aig_psi,2011-07-01,-2.4,Australian Industry Group (AIG) Services Index.pdf,2011-08-03
aig_psi,2011-08-01,4.2,Australian Industry Group (AIG) Services Index.pdf,2011-09-05
aig_psi,2011-09-01,0.6,Australian Industry Group (AIG) Services Index.pdf,2011-10-04
aig_psi,2011-10-01,-2.4,Australian Industry Group (AIG) Services Index.pdf,2011-11-02
aig_psi,2011-11-01,-4.6,Australian Industry Group (AIG) Services Index.pdf,2011-12-04
aig_psi,2011-12-01,-2.0,Australian Industry Group (AIG) Services Index.pdf,2012-01-04
aig_psi,2012-01-01,3.8,Australian Industry Group (AIG) Services Index.pdf,2012-02-02
aig_psi,2012-02-01,-6.6,Australian Industry Group (AIG) Services Index.pdf,2012-03-04
aig_psi,2012-03-01,-6.0,Australian Industry Group (AIG) Services Index.pdf,2012-04-04
aig_psi,2012-04-01,-20.8,Australian Industry Group (AIG) Services Index.pdf,2012-05-03
aig_psi,2012-05-01,-13.0,Australian Industry Group (AIG) Services Index.pdf,2012-06-05
aig_psi,2012-06-01,-2.4,Australian Industry Group (AIG) Services Index.pdf,2012-07-04
aig_psi,2012-07-01,-7.0,Australian Industry Group (AIG) Services Index.pdf,2012-08-03
aig_psi,2012-08-01,-15.2,Australian Industry Group (AIG) Services Index.pdf,2012-09-05
aig_psi,2012-09-01,-16.2,Australian Industry Group (AIG) Services Index.pdf,2012-10-03
aig_psi,2012-10-01,-14.4,Australian Industry Group (AIG) Services Index.pdf,2012-11-04
aig_psi,2012-11-01,-5.8,Australian Industry Group (AIG) Services Index.pdf,2012-12-04
aig_psi,2012-12-01,-13.6,Australian Industry Group (AIG) Services Index.pdf,2013-01-03
aig_psi,2013-01-01,-9.4,Australian Industry Group (AIG) Services Index.pdf,2013-02-04
aig_psi,2013-02-01,-3.0,Australian Industry Group (AIG) Services Index.pdf,2013-03-04
aig_psi,2013-03-01,-0.8,Australian Industry Group (AIG) Services Index.pdf,2013-04-03
aig_psi,2013-04-01,-11.8,Australian Industry Group (AIG) Services Index.pdf,2013-05-03
aig_psi,2013-05-01,-18.8,Australian Industry Group (AIG) Services Index.pdf,2013-06-05
aig_psi,2013-06-01,-17.0,Australian Industry Group (AIG) Services Index.pdf,2013-07-03
aig_psi,2013-07-01,-21.2,Australian Industry Group (AIG) Services Index.pdf,2013-08-05
aig_psi,2013-08-01,-22.0,Australian Industry Group (AIG) Services Index.pdf,2013-09-04
aig_psi,2013-09-01,-5.8,Australian Industry Group (AIG) Services Index.pdf,2013-10-03
aig_psi,2013-10-01,-4.2,Australian Industry Group (AIG) Services Index.pdf,2013-11-04
aig_psi,2013-11-01,-2.2,Australian Industry Group (AIG) Services Index.pdf,2013-12-03
aig_psi,2013-12-01,-7.8,Australian Industry Group (AIG) Services Index.pdf,2014-01-05
aig_psi,2014-01-01,-1.4,Australian Industry Group (AIG) Services Index.pdf,2014-02-04
aig_psi,2014-02-01,10.4,Australian Industry Group (AIG) Services Index.pdf,2014-03-04
aig_psi,2014-03-01,-2.2,Australian Industry Group (AIG) Services Index.pdf,2014-04-02
aig_psi,2014-04-01,-2.8,Australian Industry Group (AIG) Services Index.pdf,2014-05-05
aig_psi,2014-05-01,-0.2,Australian Industry Group (AIG) Services Index.pdf,2014-06-04
aig_psi,2014-06-01,-4.8,Australian Industry Group (AIG) Services Index.pdf,2014-07-03
aig_psi,2014-07-01,-1.4,Australian Industry Group (AIG) Services Index.pdf,2014-08-05
aig_psi,2014-08-01,-1.2,Australian Industry Group (AIG) Services Index.pdf,2014-09-03
aig_psi,2014-09-01,-9.2,Australian Industry Group (AIG) Services Index.pdf,2014-10-03
aig_psi,2014-10-01,-12.8,Australian Industry Group (AIG) Services Index.pdf,2014-11-04
aig_psi,2014-11-01,-12.4,Australian Industry Group (AIG) Services Index.pdf,2014-12-02
aig_psi,2014-12-01,-5.0,Australian Industry Group (AIG) Services Index.pdf,2015-01-06
aig_psi,2015-01-01,-0.2,Australian Industry Group (AIG) Services Index.pdf,2015-02-03
aig_psi,2015-02-01,3.4,Australian Industry Group (AIG) Services Index.pdf,2015-03-03
aig_psi,2015-03-01,0.4,Australian Industry Group (AIG) Services Index.pdf,2015-04-07
aig_psi,2015-04-01,-0.6,Australian Industry Group (AIG) Services Index.pdf,2015-05-05
aig_psi,2015-05-01,-0.8,Australian Industry Group (AIG) Services Index.pdf,2015-06-03
aig_psi,2015-06-01,2.4,Australian Industry Group (AIG) Services Index.pdf,2015-07-03
aig_psi,2015-07-01,8.2,Australian Industry Group (AIG) Services Index.pdf,2015-08-05
aig_psi,2015-08-01,11.2,Australian Industry Group (AIG) Services Index.pdf,2015-09-03
aig_psi,2015-09-01,4.6,Australian Industry Group (AIG) Services Index.pdf,2015-10-04
aig_psi,2015-10-01,-2.2,Australian Industry Group (AIG) Services Index.pdf,2015-11-03
aig_psi,2015-11-01,-3.6,Australian Industry Group (AIG) Services Index.pdf,2015-12-02
aig_psi,2015-12-01,-7.4,Australian Industry Group (AIG) Services Index.pdf,2016-01-05
aig_psi,2016-01-01,-3.2,Australian Industry Group (AIG) Services Index.pdf,2016-02-02
aig_psi,2016-02-01,3.6,Australian Industry Group (AIG) Services Index.pdf,2016-03-02
aig_psi,2016-03-01,-1.0,Australian Industry Group (AIG) Services Index.pdf,2016-04-05
aig_psi,2016-04-01,-0.6,Australian Industry Group (AIG) Services Index.pdf,2016-05-04
aig_psi,2016-05-01,3.0,Australian Industry Group (AIG) Services Index.pdf,2016-06-03
aig_psi,2016-06-01,2.6,Australian Industry Group (AIG) Services Index.pdf,2016-07-05
aig_psi,2016-07-01,7.8,Australian Industry Group (AIG) Services Index.pdf,2016-08-03
aig_psi,2016-08-01,-10.0,Australian Industry Group (AIG) Services Index.pdf,2016-09-05
aig_psi,2016-09-01,-2.2,Australian Industry Group (AIG) Services Index.pdf,2016-10-04
aig_psi,2016-10-01,1.0,Australian Industry Group (AIG) Services Index.pdf,2016-11-02
aig_psi,2016-11-01,2.2,Australian Industry Group (AIG) Services Index.pdf,2016-12-04
aig_psi,2016-12-01,15.4,Australian Industry Group (AIG) Services Index.pdf,2017-01-04
aig_psi,2017-01-01,9.0,Australian Industry Group (AIG) Services Index.pdf,2017-02-02
aig_psi,2017-02-01,-2.0,Australian Industry Group (AIG) Services Index.pdf,2017-03-02
aig_psi,2017-03-01,3.4,Australian Industry Group (AIG) Services Index.pdf,2017-04-05
aig_psi,2017-04-01,6.0,Australian Industry Group (AIG) Services Index.pdf,2017-05-03
aig_psi,2017-05-01,3.0,Australian Industry Group (AIG) Services Index.pdf,2017-06-05
aig_psi,2017-06-01,9.6,Australian Industry Group (AIG) Services Index.pdf,2017-07-05
aig_psi,2017-07-01,12.8,Australian Industry Group (AIG) Services Index.pdf,2017-08-03
aig_psi,2017-08-01,6.0,Australian Industry Group (AIG) Services Index.pdf,2017-09-05
aig_psi,2017-09-01,4.2,Australian Industry Group (AIG) Services Index.pdf,2017-10-03
aig_psi,2017-10-01,2.8,Australian Industry Group (AIG) Services Index.pdf,2017-11-02
aig_psi,2017-11-01,3.4,Australian Industry Group (AIG) Services Index.pdf,2017-12-04
aig_psi,2017-12-01,4.0,Australian Industry Group (AIG) Services Index.pdf,2018-01-03
aig_psi,2018-01-01,9.8,Australian Industry Group (AIG) Services Index.pdf,2018-02-04
aig_psi,2018-02-01,8.0,Australian Industry Group (AIG) Services Index.pdf,2018-03-04
aig_psi,2018-03-01,13.8,Australian Industry Group (AIG) Services Index.pdf,2018-04-05
aig_psi,2018-04-01,10.4,Australian Industry Group (AIG) Services Index.pdf,2018-05-02
aig_psi,2018-05-01,18.0,Australian Industry Group (AIG) Services Index.pdf,2018-06-04
aig_psi,2018-06-01,26.0,Australian Industry Group (AIG) Services Index.pdf,2018-07-03
aig_psi,2018-07-01,7.2,Australian Industry Group (AIG) Services Index.pdf,2018-08-02
aig_psi,2018-08-01,4.4,Australian Industry Group (AIG) Services Index.pdf,2018-09-04
aig_psi,2018-09-01,5.0,Australian Industry Group (AIG) Services Index.pdf,2018-10-02
aig_psi,2018-10-01,2.2,Australian Industry Group (AIG) Services Index.pdf,2018-11-04
aig_psi,2018-11-01,10.2,Australian Industry Group (AIG) Services Index.pdf,2018-12-04
aig_psi,2018-12-01,4.2,Australian Industry Group (AIG) Services Index.pdf,2019-01-08
aig_psi,2019-01-01,-11.4,Australian Industry Group (AIG) Services Index.pdf,2019-02-04
aig_psi,2019-02-01,-11.0,Australian Industry Group (AIG) Services Index.pdf,2019-03-04
aig_psi,2019-03-01,-10.4,Australian Industry Group (AIG) Services Index.pdf,2019-04-02
aig_psi,2019-04-01,-7.0,Australian Industry Group (AIG) Services Index.pdf,2019-05-02
aig_psi,2019-05-01,5.0,Australian Industry Group (AIG) Services Index.pdf,2019-06-04
aig_psi,2019-06-01,4.4,Australian Industry Group (AIG) Services Index.pdf,2019-07-02
aig_psi,2019-07-01,-12.2,Australian Industry Group (AIG) Services Index.pdf,2019-08-04
aig_psi,2019-08-01,2.8,Australian Industry Group (AIG) Services Index.pdf,2019-09-03
aig_psi,2019-09-01,3.0,Australian Industry Group (AIG) Services Index.pdf,2019-10-02
aig_psi,2019-10-01,8.4,Australian Industry Group (AIG) Services Index.pdf,2019-11-04
aig_psi,2019-11-01,7.4,Australian Industry Group (AIG) Services Index.pdf,2019-12-03
aig_psi,2019-12-01,-2.6,Australian Industry Group (AIG) Services Index.pdf,2020-01-09
aig_psi,2020-01-01,-6.8,Australian Industry Group (AIG) Services Index.pdf,2020-02-06
aig_psi,2020-02-01,-6.0,Australian Industry Group (AIG) Services Index.pdf,2020-03-05
aig_psi,2020-03-01,-22.6,Australian Industry Group (AIG) Services Index.pdf,2020-04-06
aig_psi,2020-04-01,-45.8,Australian Industry Group (AIG) Services Index.pdf,2020-05-06
aig_psi,2020-05-01,-36.8,Australian Industry Group (AIG) Services Index.pdf,2020-06-04
aig_psi,2020-06-01,-37.0,Australian Industry Group (AIG) Services Index.pdf,2020-07-06
aig_psi,2020-07-01,-12.0,Australian Industry Group (AIG) Services Index.pdf,2020-08-06
aig_psi,2020-08-01,-15.0,Australian Industry Group (AIG) Services Index.pdf,2020-09-06
aig_psi,2020-09-01,-27.6,Australian Industry Group (AIG) Services Index.pdf,2020-10-06
aig_psi,2020-10-01,2.8,Australian Industry Group (AIG) Services Index.pdf,2020-11-05
aig_psi,2020-11-01,5.8,Australian Industry Group (AIG) Services Index.pdf,2020-12-06
aig_psi,2020-12-01,8.6,Australian Industry Group (AIG) Services Index.pdf,2021-02-04
aig_psi,2021-02-01,11.6,Australian Industry Group (AIG) Services Index.pdf,2021-03-04
aig_psi,2021-03-01,17.4,Australian Industry Group (AIG) Services Index.pdf,2021-04-08
aig_psi,2021-04-01,22.0,Australian Industry Group (AIG) Services Index.pdf,2021-05-06
aig_psi,2021-05-01,22.4,Australian Industry Group (AIG) Services Index.pdf,2021-06-06
aig_psi,2021-06-01,15.6,Australian Industry Group (AIG) Services Index.pdf,2021-07-06
aig_psi,2021-07-01,3.4,Australian Industry Group (AIG) Services Index.pdf,2021-08-05
aig_psi,2021-08-01,-8.8,Australian Industry Group (AIG) Services Index.pdf,2021-09-06
aig_psi,2021-09-01,-8.6,Australian Industry Group (AIG) Services Index.pdf,2021-10-06
aig_psi,2021-10-01,-4.8,Australian Industry Group (AIG) Services Index.pdf,2021-11-04
aig_psi,2021-11-01,-0.8,Australian Industry Group (AIG) Services Index.pdf,2021-12-06
aig_psi,2021-12-01,12.4,Australian Industry Group (AIG) Services Index.pdf,2022-02-06
aig_psi,2022-02-01,20.0,Australian Industry Group (AIG) Services Index.pdf,2022-03-06
aig_psi,2022-03-01,12.4,Australian Industry Group (AIG) Services Index.pdf,2022-04-06
aig_psi,2022-04-01,15.6,Australian Industry Group (AIG) Services Index.pdf,2022-05-05
aig_psi,2022-05-01,-1.6,Australian Industry Group (AIG) Services Index.pdf,2022-06-06
aig_psi,2022-06-01,-2.4,Australian Industry Group (AIG) Services Index.pdf,2022-07-06
aig_psi,2022-07-01,3.4,Australian Industry Group (AIG) Services Index.pdf,2022-08-04
aig_psi,2022-08-01,6.6,Australian Industry Group (AIG) Services Index.pdf,2022-09-06
aig_psi,2022-09-01,-4.0,Australian Industry Group (AIG) Services Index.pdf,2022-10-09
aig_psi,2022-10-01,-4.6,Australian Industry Group (AIG) Services Index.pdf,2022-11-07
aig_psi,2022-11-01,-8.8,Australian Industry Group (AIG) Services Index.pdf,2022-12-06
nab_cond,1997-03-01,-5.0,National Australia Bank (NAB) Business Conditions.pdf,1997-04-01
nab_cond,1997-04-01,-3.0,National Australia Bank (NAB) Business Conditions.pdf,1997-05-01
nab_cond,1997-05-01,-1.0,National Australia Bank (NAB) Business Conditions.pdf,1997-06-01
nab_cond,1997-06-01,0.0,National Australia Bank (NAB) Business Conditions.pdf,1997-07-01
nab_cond,1997-07-01,-5.0,National Australia Bank (NAB) Business Conditions.pdf,1997-08-01
nab_cond,1997-08-01,-3.0,National Australia Bank (NAB) Business Conditions.pdf,1997-09-01
nab_cond,1997-09-01,0.0,National Australia Bank (NAB) Business Conditions.pdf,1997-10-01
nab_cond,1997-10-01,3.0,National Australia Bank (NAB) Business Conditions.pdf,1997-11-01
nab_cond,1997-11-01,0.0,National Australia Bank (NAB) Business Conditions.pdf,1997-12-01
nab_cond,1997-12-01,-3.0,National Australia Bank (NAB) Business Conditions.pdf,1998-01-01
nab_cond,1998-01-01,6.0,National Australia Bank (NAB) Business Conditions.pdf,1998-02-01
nab_cond,1998-02-01,4.0,National Australia Bank (NAB) Business Conditions.pdf,1998-03-01
nab_cond,1998-03-01,-8.0,National Australia Bank (NAB) Business Conditions.pdf,1998-04-01
nab_cond,1998-04-01,9.0,National Australia Bank (NAB) Business Conditions.pdf,1998-05-01
nab_cond,1998-05-01,-4.0,National Australia Bank (NAB) Business Conditions.pdf,1998-06-01
nab_cond,1998-06-01,-11.0,National Australia Bank (NAB) Business Conditions.pdf,1998-07-01
nab_cond,1998-07-01,-1.0,National Australia Bank (NAB) Business Conditions.pdf,1998-08-01
nab_cond,1998-08-01,-3.0,National Australia Bank (NAB) Business Conditions.pdf,1998-09-01
nab_cond,1998-09-01,-2.0,National Australia Bank (NAB) Business Conditions.pdf,1998-10-01
nab_cond,1998-10-01,3.0,National Australia Bank (NAB) Business Conditions.pdf,1998-11-01
nab_cond,1998-11-01,3.0,National Australia Bank (NAB) Business Conditions.pdf,1998-12-01
nab_cond,1998-12-01,3.0,National Australia Bank (NAB) Business Conditions.pdf,1999-01-01
nab_cond,1999-01-01,9.0,National Australia Bank (NAB) Business Conditions.pdf,1999-02-01
nab_cond,1999-02-01,6.0,National Australia Bank (NAB) Business Conditions.pdf,1999-03-01
nab_cond,1999-03-01,9.0,National Australia Bank (NAB) Business Conditions.pdf,1999-04-01
nab_cond,1999-04-01,10.0,National Australia Bank (NAB) Business Conditions.pdf,1999-05-01
nab_cond,1999-05-01,11.0,National Australia Bank (NAB) Business Conditions.pdf,1999-06-01
nab_cond,1999-06-01,8.0,National Australia Bank (NAB) Business Conditions.pdf,1999-07-01
nab_cond,1999-07-01,10.0,National Australia Bank (NAB) Business Conditions.pdf,1999-08-01
nab_cond,1999-08-01,8.0,National Australia Bank (NAB) Business Conditions.pdf,1999-09-01
nab_cond,1999-09-01,9.0,National Australia Bank (NAB) Business Conditions.pdf,1999-10-01
nab_cond,1999-10-01,9.0,National Australia Bank (NAB) Business Conditions.pdf,1999-11-01
nab_cond,1999-11-01,12.0,National Australia Bank (NAB) Business Conditions.pdf,1999-12-01
nab_cond,1999-12-01,15.0,National Australia Bank (NAB) Business Conditions.pdf,2000-01-01
nab_cond,2000-01-01,11.0,National Australia Bank (NAB) Business Conditions.pdf,2000-02-01
nab_cond,2000-02-01,9.0,National Australia Bank (NAB) Business Conditions.pdf,2000-03-01
nab_cond,2000-03-01,10.0,National Australia Bank (NAB) Business Conditions.pdf,2000-04-01
nab_cond,2000-04-01,7.0,National Australia Bank (NAB) Business Conditions.pdf,2000-05-01
nab_cond,2000-05-01,3.0,National Australia Bank (NAB) Business Conditions.pdf,2000-06-01
nab_cond,2000-06-01,13.0,National Australia Bank (NAB) Business Conditions.pdf,2000-07-01
nab_cond,2000-07-01,0.0,National Australia Bank (NAB) Business Conditions.pdf,2000-08-01
nab_cond,2000-08-01,1.0,National Australia Bank (NAB) Business Conditions.pdf,2000-09-01
nab_cond,2000-09-01,-7.0,National Australia Bank (NAB) Business Conditions.pdf,2000-10-01
nab_cond,2000-10-01,-12.0,National Australia Bank (NAB) Business Conditions.pdf,2000-11-01
nab_cond,2000-11-01,-11.0,National Australia Bank (NAB) Business Conditions.pdf,2000-12-01
nab_cond,2000-12-01,-12.0,National Australia Bank (NAB) Business Conditions.pdf,2001-01-01
nab_cond,2001-01-01,-11.0,National Australia Bank (NAB) Business Conditions.pdf,2001-02-01
nab_cond,2001-02-01,-12.0,National Australia Bank (NAB) Business Conditions.pdf,2001-03-01
nab_cond,2001-03-01,-11.0,National Australia Bank (NAB) Business Conditions.pdf,2001-04-01
nab_cond,2001-04-01,-14.0,National Australia Bank (NAB) Business Conditions.pdf,2001-05-01
nab_cond,2001-05-01,-10.0,National Australia Bank (NAB) Business Conditions.pdf,2001-06-01
nab_cond,2001-06-01,-1.0,National Australia Bank (NAB) Business Conditions.pdf,2001-07-01
nab_cond,2001-07-01,-1.0,National Australia Bank (NAB) Business Conditions.pdf,2001-08-01
nab_cond,2001-08-01,-3.0,National Australia Bank (NAB) Business Conditions.pdf,2001-09-01
nab_cond,2001-09-01,-0.0,National Australia Bank (NAB) Business Conditions.pdf,2001-10-01
nab_cond,2001-10-01,-8.0,National Australia Bank (NAB) Business Conditions.pdf,2001-11-01
nab_cond,2001-11-01,-3.0,National Australia Bank (NAB) Business Conditions.pdf,2001-12-01
nab_cond,2001-12-01,2.0,National Australia Bank (NAB) Business Conditions.pdf,2002-01-01
nab_cond,2002-01-01,2.0,National Australia Bank (NAB) Business Conditions.pdf,2002-02-01
nab_cond,2002-02-01,8.0,National Australia Bank (NAB) Business Conditions.pdf,2002-03-01
nab_cond,2002-03-01,7.0,National Australia Bank (NAB) Business Conditions.pdf,2002-04-01
nab_cond,2002-04-01,11.0,National Australia Bank (NAB) Business Conditions.pdf,2002-05-01
nab_cond,2002-05-01,12.0,National Australia Bank (NAB) Business Conditions.pdf,2002-06-01
nab_cond,2002-06-01,9.0,National Australia Bank (NAB) Business Conditions.pdf,2002-07-01
nab_cond,2002-07-01,10.0,National Australia Bank (NAB) Business Conditions.pdf,2002-08-01
nab_cond,2002-08-01,10.0,National Australia Bank (NAB) Business Conditions.pdf,2002-09-01
nab_cond,2002-09-01,13.0,National Australia Bank (NAB) Business Conditions.pdf,2002-10-01
nab_cond,2002-10-01,11.0,National Australia Bank (NAB) Business Conditions.pdf,2002-11-01
nab_cond,2002-11-01,10.0,National Australia Bank (NAB) Business Conditions.pdf,2002-12-01
nab_cond,2002-12-01,7.0,National Australia Bank (NAB) Business Conditions.pdf,2003-01-01
nab_cond,2003-01-01,9.0,National Australia Bank (NAB) Business Conditions.pdf,2003-02-01
nab_cond,2003-02-01,8.0,National Australia Bank (NAB) Business Conditions.pdf,2003-03-01
nab_cond,2003-03-01,8.0,National Australia Bank (NAB) Business Conditions.pdf,2003-04-01
nab_cond,2003-04-01,8.0,National Australia Bank (NAB) Business Conditions.pdf,2003-05-01
nab_cond,2003-05-01,10.0,National Australia Bank (NAB) Business Conditions.pdf,2003-06-01
nab_cond,2003-06-01,9.0,National Australia Bank (NAB) Business Conditions.pdf,2003-07-01
nab_cond,2003-07-01,13.0,National Australia Bank (NAB) Business Conditions.pdf,2003-08-01
nab_cond,2003-08-01,15.0,National Australia Bank (NAB) Business Conditions.pdf,2003-09-01
nab_cond,2003-09-01,14.0,National Australia Bank (NAB) Business Conditions.pdf,2003-10-01
nab_cond,2003-10-01,15.0,National Australia Bank (NAB) Business Conditions.pdf,2003-11-01
nab_cond,2003-11-01,18.0,National Australia Bank (NAB) Business Conditions.pdf,2003-12-01
nab_cond,2003-12-01,15.0,National Australia Bank (NAB) Business Conditions.pdf,2004-01-01
nab_cond,2004-01-01,11.0,National Australia Bank (NAB) Business Conditions.pdf,2004-02-01
nab_cond,2004-02-01,14.0,National Australia Bank (NAB) Business Conditions.pdf,2004-03-01
nab_cond,2004-03-01,16.0,National Australia Bank (NAB) Business Conditions.pdf,2004-04-01
nab_cond,2004-04-01,17.0,National Australia Bank (NAB) Business Conditions.pdf,2004-05-01
nab_cond,2004-05-01,16.0,National Australia Bank (NAB) Business Conditions.pdf,2004-06-01
nab_cond,2004-06-01,17.0,National Australia Bank (NAB) Business Conditions.pdf,2004-07-01
nab_cond,2004-07-01,15.0,National Australia Bank (NAB) Business Conditions.pdf,2004-08-01
nab_cond,2004-08-01,13.0,National Australia Bank (NAB) Business Conditions.pdf,2004-09-01
nab_cond,2004-09-01,13.0,National Australia Bank (NAB) Business Conditions.pdf,2004-10-01
nab_cond,2004-10-01,15.0,National Australia Bank (NAB) Business Conditions.pdf,2004-11-01
nab_cond,2004-11-01,14.0,National Australia Bank (NAB) Business Conditions.pdf,2004-12-01
nab_cond,2004-12-01,13.0,National Australia Bank (NAB) Business Conditions.pdf,2005-01-01
nab_cond,2005-01-01,12.0,National Australia Bank (NAB) Business Conditions.pdf,2005-02-01
