date,value
1982-07-01,22.1
1982-08-01,22.3
1982-09-01,23.1
1982-10-01,23.4
1982-11-01,23.4
1982-12-01,23
1983-01-01,23.2
1983-02-01,23.8
1983-03-01,25.1
1983-04-01,25.6
1983-05-01,25.5
1983-06-01,25.4
1983-07-01,25.2
1983-08-01,25.4
1983-09-01,24.8
1983-10-01,24.2
1983-11-01,23.6
1983-12-01,23.7
1984-01-01,23.6
1984-02-01,23
1984-03-01,23.1
1984-04-01,23
1984-05-01,23.2
1984-06-01,23.5
1984-07-01,23.8
1984-08-01,23.6
1984-09-01,23.6
1984-10-01,23.5
1984-11-01,23.4
1984-12-01,23.2
1985-01-01,23.6
1985-02-01,25.4
1985-03-01,27
1985-04-01,28.3
1985-05-01,27.6
1985-06-01,27.4
1985-07-01,26.4
1985-08-01,26
1985-09-01,26.6
1985-10-01,26.2
1985-11-01,27.3
1985-12-01,27.3
1986-01-01,26.8
1986-02-01,25.8
1986-03-01,25.8
1986-04-01,25.2
1986-05-01,25
1986-06-01,25.2
1986-07-01,26.2
1986-08-01,27.6
1986-09-01,27.7
1986-10-01,27.3
1986-11-01,27.2
1986-12-01,26.7
1987-01-01,26.9
1987-02-01,27.7
1987-03-01,27.6
1987-04-01,27
1987-05-01,27.2
1987-06-01,26.8
1987-07-01,27.2
1987-08-01,28.2
1987-09-01,27.3
1987-10-01,28.4
1987-11-01,29.5
1987-12-01,29.7
1988-01-01,30.1
1988-02-01,30.9
1988-03-01,31
1988-04-01,31.1
1988-05-01,30.8
1988-06-01,31.4
1988-07-01,30.8
1988-08-01,30.2
1988-09-01,30.1
1988-10-01,29.8
1988-11-01,28.7
1988-12-01,29
1989-01-01,28.7
1989-02-01,28.7
1989-03-01,30.1
1989-04-01,30.7
1989-05-01,31.7
1989-06-01,31.9
1989-07-01,31.8
1989-08-01,31.8
1989-09-01,31.4
1989-10-01,31.8
1989-11-01,31.6
1989-12-01,31.4
1990-01-01,31.3
1990-02-01,31.7
1990-03-01,32
1990-04-01,31.8
1990-05-01,31.8
1990-06-01,30.1
1990-07-01,29.4
1990-08-01,29.9
1990-09-01,30.1
1990-10-01,30.4
1990-11-01,30.4
1990-12-01,29.9
1991-01-01,29.3
1991-02-01,27.7
1991-03-01,28.1
1991-04-01,27.8
1991-05-01,27.9
1991-06-01,28.8
1991-07-01,28.3
1991-08-01,27.6
1991-09-01,27.2
1991-10-01,27.3
1991-11-01,27.8
1991-12-01,28.6
1992-01-01,29.4
1992-02-01,29.5
1992-03-01,28.9
1992-04-01,28.4
1992-05-01,28.6
1992-06-01,28.7
1992-07-01,29.2
1992-08-01,29.6
1992-09-01,29.7
1992-10-01,29.6
1992-11-01,29.8
1992-12-01,29.8
1993-01-01,30.7
1993-02-01,30.3
1993-03-01,28.6
1993-04-01,28.2
1993-05-01,28.9
1993-06-01,29.6
1993-07-01,30
1993-08-01,29.6
1993-09-01,30.1
1993-10-01,29.9
1993-11-01,29.7
1993-12-01,29.8
1994-01-01,29.6
1994-02-01,29.1
1994-03-01,29.2
1994-04-01,28.6
1994-05-01,28.5
1994-06-01,28.4
1994-07-01,28.6
1994-08-01,28.4
1994-09-01,29.1
1994-10-01,29.2
1994-11-01,29.3
1994-12-01,28.9
1995-01-01,29.8
1995-02-01,29.9
1995-03-01,30.3
1995-04-01,30.5
1995-05-01,30.9
1995-06-01,31.6
1995-07-01,31.3
1995-08-01,30.7
1995-09-01,30.2
1995-10-01,29.6
1995-11-01,30.4
1995-12-01,30.5
1996-01-01,30.5
1996-02-01,30.1
1996-03-01,29.4
1996-04-01,29.1
1996-05-01,28.9
1996-06-01,28.7
1996-07-01,28.5
1996-08-01,28.8
1996-09-01,28.4
1996-10-01,28.4
1996-11-01,28
1996-12-01,27.9
1997-01-01,28.7
1997-02-01,29.1
1997-03-01,28.8
1997-04-01,28.8
1997-05-01,29
1997-06-01,29.2
1997-07-01,29.2
1997-08-01,29.5
1997-09-01,29.9
1997-10-01,29.8
1997-11-01,30.6
1997-12-01,31.2
1998-01-01,30.7
1998-02-01,29.8
1998-03-01,29.8
1998-04-01,30.4
1998-05-01,30.7
1998-06-01,31.1
