date,value
1978-02-01,5997.4214758
1978-03-01,6002.8752958
1978-04-01,6030.6756412
1978-05-01,6033.0817484
1978-06-01,6033.8117687
1978-07-01,6030.4489553
1978-08-01,6036.2715672
1978-09-01,6030.8062718
1978-10-01,6035.7923656
1978-11-01,6028.1117525
1978-12-01,6053.0797094
1979-01-01,6050.9419197
1979-02-01,6063.4292218
1979-03-01,6055.5335236
1979-04-01,6064.6003096
1979-05-01,6070.2202997
1979-06-01,6099.3457732
1979-07-01,6097.4142605
1979-08-01,6114.7514154
1979-09-01,6116.7661414
1979-10-01,6152.0606833
1979-11-01,6180.3994739
1979-12-01,6183.8818583
1980-01-01,6203.7503598
1980-02-01,6221.7899942
1980-03-01,6232.794846
1980-04-01,6246.5941516
1980-05-01,6267.8986935
1980-06-01,6275.3638117
1980-07-01,6306.5670118
1980-08-01,6315.5666727
1980-09-01,6317.6392008
1980-10-01,6306.9412201
1980-11-01,6328.5463453
1980-12-01,6351.3971737
1981-01-01,6357.3314825
1981-02-01,6372.7865696
1981-03-01,6376.5106015
1981-04-01,6404.0255848
1981-05-01,6405.0921132
1981-06-01,6420.8056559
1981-07-01,6418.434163
1981-08-01,6434.4414556
1981-09-01,6459.2209947
1981-10-01,6429.8127693
1981-11-01,6416.8625219
1981-12-01,6430.035084
1982-01-01,6469.0777999
1982-02-01,6450.3414664
1982-03-01,6443.1059094
1982-04-01,6455.7226485
1982-05-01,6432.7832071
1982-06-01,6420.7808816
1982-07-01,6419.8914923
1982-08-01,6416.4024361
1982-09-01,6400.72836
1982-10-01,6402.8755065
1982-11-01,6345.6349569
1982-12-01,6295.5589326
1983-01-01,6296.5666212
1983-02-01,6289.3549853
1983-03-01,6255.7088617
1983-04-01,6232.9069055
1983-05-01,6263.8061579
1983-06-01,6271.1566531
1983-07-01,6276.6853887
1983-08-01,6283.0157443
1983-09-01,6316.7179692
1983-10-01,6317.2679051
1983-11-01,6354.2044535000005
1983-12-01,6378.9696449
1984-01-01,6379.98365
1984-02-01,6392.0398284
1984-03-01,6447.592798
1984-04-01,6454.1277918
1984-05-01,6479.5021054
1984-06-01,6501.602557
1984-07-01,6510.5612679
1984-08-01,6508.008385
1984-09-01,6537.9565813
1984-10-01,6534.7184174
1984-11-01,6549.9907372
1984-12-01,6553.7555352
1985-01-01,6561.4073687
1985-02-01,6626.1209075
1985-03-01,6600.9275675
1985-04-01,6611.1967995
1985-05-01,6646.1885509
1985-06-01,6660.1473659
1985-07-01,6685.3943802
1985-08-01,6727.425106
1985-09-01,6771.7117238
1985-10-01,6756.201083
1985-11-01,6855.2401277
1985-12-01,6822.6384854
1986-01-01,6869.2859202
1986-02-01,6892.1700601
1986-03-01,6902.5634841
1986-04-01,6971.4024902
1986-05-01,6965.0250631
1986-06-01,7005.393138
1986-07-01,6987.5749691
1986-08-01,6969.2123196
1986-09-01,6994.2685468
1986-10-01,7018.7940503
1986-11-01,7008.0000681
1986-12-01,7024.5687139
1987-01-01,7024.8822556
1987-02-01,7056.5783332
1987-03-01,7070.0764634
1987-04-01,7084.5765125
1987-05-01,7089.7772121
1987-06-01,7125.4455624
1987-07-01,7171.2250119
1987-08-01,7149.6652154
1987-09-01,7137.5387024
1987-10-01,7167.1493734
1987-11-01,7157.1439476
1987-12-01,7234.8541815
1988-01-01,7296.5356036
1988-02-01,7282.0168292
1988-03-01,7329.5625551
1988-04-01,7359.870307
1988-05-01,7343.0321877
1988-06-01,7360.5512577
1988-07-01,7378.0550404
1988-08-01,7408.5362097
1988-09-01,7451.1538064
1988-10-01,7466.411556
1988-11-01,7487.670276
1988-12-01,7521.5069217
1989-01-01,7554.934472
1989-02-01,7605.2883024
1989-03-01,7624.1387454
1989-04-01,7655.7020531
1989-05-01,7711.1785597
1989-06-01,7710.7162635
1989-07-01,7735.4646733
1989-08-01,7774.7308735
1989-09-01,7783.6227636
1989-10-01,7791.9842919
1989-11-01,7844.5891424
1989-12-01,7829.8967471
1990-01-01,7842.0312354
1990-02-01,7846.5530699
1990-03-01,7861.4672037
1990-04-01,7866.0510081
1990-05-01,7899.3989619
1990-06-01,7900.1623231
1990-07-01,7898.1056219
1990-08-01,7869.2079215
1990-09-01,7844.1322462
1990-10-01,7829.7122201
1990-11-01,7809.8581575
1990-12-01,7813.0573314
1991-01-01,7744.1655478
1991-02-01,7758.0558959
1991-03-01,7701.68066
1991-04-01,7695.9394288
1991-05-01,7693.8797542
1991-06-01,7658.7309599
1991-07-01,7630.4241019
