date,value
2010-01-01,4569.6
2010-02-01,4637.7
2010-03-01,4875.5
2010-04-01,4807.4
2010-05-01,4429.7
2010-06-01,4301.5
2010-07-01,4493.5
2010-08-01,4404.2
2010-09-01,4582.9
2010-10-01,4661.6
2010-11-01,4584.4
2010-12-01,4745.2
2011-01-01,4753.9
2011-02-01,4831.7
2011-03-01,4837.9
2011-04-01,4823.2
2011-05-01,4708.3
2011-06-01,4608
2011-07-01,4424.6
2011-08-01,4296.5
2011-09-01,4008.6
2011-10-01,4298.1
2011-11-01,4119.82
2011-12-01,4056.6
2012-01-01,4262.7
2012-02-01,4298.5
2012-03-01,4335.2
2012-04-01,4396.6
2012-05-01,4076.3
2012-06-01,4094.6
2012-07-01,4269.2
2012-08-01,4316.1
2012-09-01,4387
2012-10-01,4517
2012-11-01,4506
2012-12-01,4648.9
2013-01-01,4878.8
2013-02-01,5104
2013-03-01,4966.5
2013-04-01,5191.2
2013-05-01,4926.6
2013-06-01,4802.6
2013-07-01,5052
2013-08-01,5135
2013-09-01,5218.9
2013-10-01,5425.5
2013-11-01,5320
2013-12-01,5352.2
2014-01-01,5190
2014-02-01,5404.8
2014-03-01,5394.8
2014-04-01,5489.1
2014-05-01,5492.5
2014-06-01,5395.7
2014-07-01,5623.9
2014-08-01,5625.9
2014-09-01,5292.8
2014-10-01,5526.6
2014-11-01,5313
2014-12-01,5411
2015-01-01,5588.3
2015-02-01,5928.8
2015-03-01,5891.5
2015-04-01,5789.98
2015-05-01,5777.2
2015-06-01,5459
2015-07-01,5699.2
2015-08-01,5207
2015-09-01,5021.6
2015-10-01,5239.4
2015-11-01,5166.5
2015-12-01,5295.9
2016-01-01,5005.5
2016-02-01,4880.9
2016-03-01,5082.8
2016-04-01,5252.2
2016-05-01,5378.6
2016-06-01,5233.4
2016-07-01,5562.4
2016-08-01,5433
2016-09-01,5435.9
2016-10-01,5317.7
2016-11-01,5440.5
2016-12-01,5665.8
2017-01-01,5620.9
2017-02-01,5712.2
2017-03-01,5864.9
2017-04-01,5924.1
2017-05-01,5724.6
2017-06-01,5721.5
2017-07-01,5720.6
2017-08-01,5714.5
2017-09-01,5681.6
2017-10-01,5909
2017-11-01,5969.9
2017-12-01,6065.3
2018-01-01,6037.7
2018-02-01,6015.9
2018-03-01,5759.4
2018-04-01,5982.7
2018-05-01,6011.9
2018-06-01,6194.6
2018-07-01,6280.2
2018-08-01,6319.5
2018-09-01,6207.6
2018-10-01,5830.3
2018-11-01,5667.2
2018-12-01,5646.4
2019-01-01,5864.7
2019-02-01,6169
2019-03-01,6180.7
2019-04-01,6325.5
2019-05-01,6396.9
2019-06-01,6618.8
2019-07-01,6812.6
2019-08-01,6604.2
2019-09-01,6688.3
2019-10-01,6663.4
2019-11-01,6845.9
2019-12-01,6684.1
2020-01-01,7017.2
2020-02-01,6441.2
2020-03-01,5076.8
2020-04-01,5522.4
2020-05-01,5755.7
2020-06-01,5897.9
2020-07-01,5927.8
2020-08-01,6060.5
2020-09-01,5815.9
2020-10-01,5927.6
2020-11-01,6517.8
2020-12-01,6587.1
2021-01-01,6607.4
2021-02-01,6673.3
2021-03-01,6790.7
2021-04-01,7025.8
2021-05-01,7161.6
2021-06-01,7313
2021-07-01,7392.6
2021-08-01,7534.9
2021-09-01,7332.2
2021-10-01,7323.7
2021-11-01,7256
2021-12-01,7444.6
2022-01-01,6971.6
2022-02-01,7049.1
2022-03-01,7499.6
2022-04-01,7435
2022-05-01,7211.2
2022-06-01,6568.1
2022-07-01,6945.21
2022-08-01,6986.8
2022-09-01,6474.2
2022-10-01,6863.5
2022-11-01,7284.2
2022-12-01,7038.7
2023-01-01,7476.7
2023-02-01,7258.4
2023-03-01,7177.8
2023-04-01,7309.2
2023-05-01,7091.3
2023-06-01,7203.3
2023-07-01,7410.4
2023-08-01,7305.3
2023-09-01,7084.6
2023-10-01,6780.7
2023-11-01,7087.3
2023-12-01,7590.8
2024-01-01,7680.7
2024-02-01,7698.7
2024-03-01,7896.9
2024-04-01,7664.1
2024-05-01,7701.7
2024-06-01,7767.5
2024-07-01,8092.3
2024-08-01,8091.9
2024-09-01,8269.8
2024-10-01,8160
2024-11-01,8436.2
2024-12-01,8159.1
2025-01-01,8532.3
2025-02-01,8172.4
2025-03-01,7843.4
2025-04-01,8126.2
2025-05-01,8434.7
2025-06-01,8542.3
2025-07-01,8742.8
2025-08-01,8973.1
2025-09-01,8848.8
2025-10-01,8881.9
2025-11-01,8614.1
2025-12-01,8714.3
2026-01-01,8869.1
2026-02-01,9198.6
2026-03-01,8481.8
2026-04-01,8665.8
2026-05-01,8731.7
