date,value
1948-09-01,2.59
1948-10-01,2.6032
1948-11-01,2.6168
1948-12-01,2.63
1949-01-01,2.6576
1949-02-01,2.6851
1949-03-01,2.71
1949-04-01,2.7201
1949-05-01,2.7299
1949-06-01,2.74
1949-07-01,2.7661
1949-08-01,2.793
1949-09-01,2.82
1949-10-01,2.8332
1949-11-01,2.8468
1949-12-01,2.86
1950-01-01,2.8738
1950-02-01,2.8876
1950-03-01,2.9
1950-04-01,2.9404
1950-05-01,2.9796
1950-06-01,3.02
1950-07-01,3.0298
1950-08-01,3.0399
1950-09-01,3.05
1950-10-01,3.0896
1950-11-01,3.1304
1950-12-01,3.17
1951-01-01,3.2217
1951-02-01,3.2733
1951-03-01,3.32
1951-04-01,3.3874
1951-05-01,3.4526
1951-06-01,3.52
1951-07-01,3.582
1951-08-01,3.646
1951-09-01,3.71
1951-10-01,3.799
1951-11-01,3.891
1951-12-01,3.98
1952-01-01,4.0209
1952-02-01,4.0618
1952-03-01,4.1
1952-04-01,4.1505
1952-05-01,4.1995
1952-06-01,4.25
1952-07-01,4.2761
1952-08-01,4.303
1952-09-01,4.33
1952-10-01,4.3432
1952-11-01,4.3568
1952-12-01,4.37
1953-01-01,4.3838
1953-02-01,4.3976
1953-03-01,4.41
1953-04-01,4.4235
1953-05-01,4.4365
1953-06-01,4.45
1953-07-01,4.4598
1953-08-01,4.4699
1953-09-01,4.48
1953-10-01,4.4701
1953-11-01,4.4599
1953-12-01,4.45
1954-01-01,4.4603
1954-02-01,4.4707
1954-03-01,4.48
1954-04-01,4.48
1954-05-01,4.48
1954-06-01,4.48
1954-07-01,4.48
1954-08-01,4.48
1954-09-01,4.48
1954-10-01,4.48
1954-11-01,4.48
1954-12-01,4.48
1955-01-01,4.4938
1955-02-01,4.5076
1955-03-01,4.52
1955-04-01,4.5335
1955-05-01,4.5465
1955-06-01,4.56
1955-07-01,4.573
1955-08-01,4.5865
1955-09-01,4.6
1955-10-01,4.6132
1955-11-01,4.6268
1955-12-01,4.64
1956-01-01,4.6536
1956-02-01,4.6673
1956-03-01,4.68
1956-04-01,4.7305
1956-05-01,4.7795
1956-06-01,4.83
1956-07-01,4.8691
1956-08-01,4.9096
1956-09-01,4.95
1956-10-01,4.95
1956-11-01,4.95
1956-12-01,4.95
1957-01-01,4.95
1957-02-01,4.95
1957-03-01,4.95
1957-04-01,4.9635
