date,value
1978-02-01,5079.3132334
1978-03-01,5095.0570902
1978-04-01,5119.460828
1978-05-01,5118.7486793
1978-06-01,5104.1280542
1978-07-01,5096.5595695
1978-08-01,5098.1277246
1978-09-01,5106.9872549
1978-10-01,5107.7578865
1978-11-01,5103.6643935
1978-12-01,5112.5954614
1979-01-01,5120.3523916
1979-02-01,5129.3682556
1979-03-01,5124.0916738
1979-04-01,5121.1511977
1979-05-01,5118.514162
1979-06-01,5153.0822697
1979-07-01,5148.4167711
1979-08-01,5166.812502
1979-09-01,5161.6239657
1979-10-01,5186.107508
1979-11-01,5207.6426621
1979-12-01,5211.3143183
1980-01-01,5216.3840793
1980-02-01,5242.4512918
1980-03-01,5252.81877
1980-04-01,5260.9851578
1980-05-01,5303.4851223
1980-06-01,5282.8894569
1980-07-01,5294.5776137
1980-08-01,5306.9440083
1980-09-01,5295.6618109
1980-10-01,5296.4229997
1980-11-01,5297.9993175
1980-12-01,5326.9248431
1981-01-01,5340.725877
1981-02-01,5349.054738
1981-03-01,5340.0610878
1981-04-01,5379.3358226
1981-05-01,5363.4442684
1981-06-01,5380.6395385
1981-07-01,5383.3147443
1981-08-01,5393.3357527
1981-09-01,5411.0133666
1981-10-01,5390.3936267
1981-11-01,5386.5671131
1981-12-01,5413.8801064
1982-01-01,5435.0769151
1982-02-01,5417.6682157
1982-03-01,5403.212467
1982-04-01,5403.0695002
1982-05-01,5385.8827614
1982-06-01,5374.1187074
1982-07-01,5359.0524226
1982-08-01,5340.537161
1982-09-01,5333.1268964
1982-10-01,5301.8006713
1982-11-01,5268.2031385
1982-12-01,5198.1166214
1983-01-01,5200.7620603
1983-02-01,5184.4448131
1983-03-01,5160.4368676
1983-04-01,5167.2376666
1983-05-01,5187.8824974
1983-06-01,5191.0007293
1983-07-01,5202.5500718
1983-08-01,5202.0701263
1983-09-01,5262.033513
1983-10-01,5242.3656662
1983-11-01,5262.9190669
1983-12-01,5274.34856
1984-01-01,5275.4595994
1984-02-01,5282.3764165
1984-03-01,5327.8420639
1984-04-01,5319.3521673
1984-05-01,5339.4368956
1984-06-01,5363.7028864
1984-07-01,5358.4584931
1984-08-01,5373.0028906
1984-09-01,5365.9132665
1984-10-01,5372.5966622
1984-11-01,5398.9765237
1984-12-01,5408.7483462
1985-01-01,5406.9754147
1985-02-01,5439.8231
1985-03-01,5443.9658774
1985-04-01,5434.9108602
1985-05-01,5456.8504748
1985-06-01,5467.0480741
1985-07-01,5482.5521862
1985-08-01,5520.9503755
1985-09-01,5551.7481856
1985-10-01,5524.1671484
1985-11-01,5597.3391999
1985-12-01,5591.5113444
1986-01-01,5629.0908325
1986-02-01,5654.7913974
1986-03-01,5638.753158
1986-04-01,5652.930715
1986-05-01,5654.4675506
1986-06-01,5687.1448993
1986-07-01,5651.6933341
1986-08-01,5669.1543004
1986-09-01,5673.7210964
1986-10-01,5687.3906254
1986-11-01,5677.164027
1986-12-01,5662.8755564
1987-01-01,5670.6007757
1987-02-01,5688.6719146
1987-03-01,5696.0629418
1987-04-01,5710.9568011
1987-05-01,5709.0537433
1987-06-01,5729.7089068
1987-07-01,5776.3782855
1987-08-01,5732.0256688
1987-09-01,5733.4654222
1987-10-01,5766.0678926
1987-11-01,5728.8468399
1987-12-01,5803.9215274
1988-01-01,5851.0010384
1988-02-01,5857.4666377
1988-03-01,5878.9106219
1988-04-01,5906.7181753
1988-05-01,5893.587512
1988-06-01,5899.6599429
1988-07-01,5921.0344967
1988-08-01,5940.0645432
1988-09-01,5965.58365
1988-10-01,6011.4876645
1988-11-01,6000.3307014
1988-12-01,6009.6094324
1989-01-01,6028.9041422
1989-02-01,6063.0609839
1989-03-01,6084.6352129
1989-04-01,6117.1035749
1989-05-01,6134.4370186
1989-06-01,6145.0115074
1989-07-01,6145.2586724
1989-08-01,6167.3104704
1989-09-01,6153.6105914
